"AGENCY","YEAR","ORI","STATE","COUNTY","POP","COMPSTAT","COMPSTATDATE","HASCOMPSTAT","YEAR.UNFOUNDED.MURDER","YEAR.UNFOUNDED.RAPE.TOT","YEAR.UNFOUND.AUTO.THFT","YEAR.ACT.NUM.MURDER","YEAR.ACT.NUM.RAPE.TOT","YEAR.ACT.NUM.ASSAULT.TOT","YEAR.ACT.VHC.THFT.TOT","YEAR.ACT.ALL.FIELDS","YEAR.TOT.CLR.MURDER","YEAR.TOT.CLR.RAPE.TOT","YEAR.TOT.CLR.ASSAULT.TOT","YEAR.TOT.CLR.VHC.THFT.TOT","YEAR.TOT.CLR.ALL.FIELDS","SHAREPT2","clearrate","unfoundrapepct","murderclearrate","rapeclearrate","assaultclearrate","unfoundmurderpct","unfoundassaultpct","PART1arrests","PART2arrests","popblackpct","popwhitepct","unfoundautopct","yearssincecompstat","FIPS_PLACE_ID","cdcHomicide","cdcSuicide","cdcUndetermined","cdcUnintentional","haselection","years_since_election","partisantotal","incidentsperpop","autoclearrate","YEAR.ACT.NUM.KILLINGS"
"RIVERSIDE",2008,"CA03313","California",33,299384,1,2002,1,3,1,21,19,109,3741,1621,15654,5,23,2109,97,4005,0.699756445788192,0.255845151399003,0.00909090909090909,0.227272727272727,0.211009174311927,0.563753007217322,0.136363636363636,0.00979354155637904,3575,8332,0.0712535715175428,0.848973913310095,0.01578627808136,6,662000,111,204,0,705.7555,0,3,0,0.0525879806536087,0.0598396051819864,19
"RIVERSIDE",2009,"CA03313","California",33,299871,1,2002,1,1,3,17,15,98,2953,1331,13323,13,36,1564,68,3405,0.737495327102804,0.255573069128575,0.0297029702970297,0.8125,0.36734693877551,0.529630883846935,0.0625,0.00706119704102219,3511,9864,0.071684515177636,0.847261738520218,0.01698670605613,7,662000,97,221,0,683.0889,1,0,0,0.0446558686902035,0.0510894064613073,15
"RIVERSIDE",2010,"CA03313","California",33,303871,1,2002,1,2,4,22,9,78,3095,1461,13647,8,28,1661,84,3250,0.731380162372044,0.23814757822232,0.0487804878048781,0.727272727272727,0.358974358974359,0.536672051696284,0.181818181818182,0.00737652341244387,3044,8288,0.0720536328498908,0.845234818340273,0.0168236877523553,8,662000,87,198,18,686.1798,0,1,0,0.0451770652678275,0.0574948665297741,9
"RIVERSIDE",2011,"CA03313","California",33,307443,1,2002,1,2,3,17,13,57,2966,1273,13125,12,19,1684,84,3351,0.716773949261643,0.255314285714286,0.05,0.8,0.333333333333333,0.567768037761295,0.133333333333333,0.00536552649228706,2992,7572,0.0767749506635396,0.826475535550852,0.0177469135802469,9,662000,88,226,10,739.7554,0,2,0,0.0428892510156354,0.0659858601728201,13
"RIVERSIDE",2012,"CA03313","California",33,313532,1,2002,1,4,5,20,16,76,3105,1476,14533,8,15,1609,70,3412,0.727563817486436,0.234776026973096,0.0617283950617284,0.4,0.197368421052632,0.518196457326892,0.2,0.00160771704180064,3063,8180,0.0771796885299462,0.82506407574187,0.0146862483311081,10,662000,90,266,18,730.4827,1,0,0,0.0465470829133868,0.0474254742547425,17
"RIVERSIDE",2013,"CA03313","California",33,316423,1,2002,1,5,1,17,10,78,2805,1718,13997,5,28,1441,112,3189,0.752430056630885,0.227834535971994,0.0126582278481013,0.333333333333333,0.358974358974359,0.513725490196078,0.333333333333333,0.00496630010642072,2929,8902,0.0775008315353015,0.823496836682984,0.0109383995394358,11,662000,107,240,11,757.2705,0,1,0,0.0444594735528075,0.0651920838183935,11
"SACRAMENTO",1990,"CA03404","California",34,369365,1,2010,0,3,21,153,43,211,6028,6547,37804,38,135,3829,1052,11662,0.71546802158085,0.308485874510634,0.0905172413793103,0.826086956521739,0.639810426540284,0.635202388852024,0.0652173913043478,0.019039869812856,10864,27318,0.0992146448426734,0.788586184107178,0.0266131430270592,-20,664000,78,145,16,359,0,1,0,0.103472175219634,0.160684282877654,43
"SACRAMENTO",1991,"CA03404","California",34,377058,1,2010,0,6,2,220,66,221,6600,7557,42348,37,135,3662,1057,10963,0.685285447873428,0.258878813639369,0.00896860986547085,0.513888888888889,0.610859728506787,0.554848484848485,0.0833333333333333,0.00900900900900901,10463,22783,0.101372477673876,0.782405271412178,0.0347426235790012,-19,664000,110,141,21,307,0,2,0,0.113552822112248,0.13987031890962,67
"SACRAMENTO",1993,"CA03404","California",34,386732,1,2010,0,11,5,214,85,167,6579,7885,43776,65,90,3202,929,9237,0.652608911711115,0.211006030701754,0.0290697674418605,0.677083333333333,0.538922155688623,0.486700106399149,0.114583333333333,0.00318181818181818,10486,19699,0.104851153947116,0.770468992770537,0.0323966130813597,-17,664000,144,162,31,341,0,1,0,0.114262590114084,0.117818642993025,85
"SACRAMENTO",1994,"CA03404","California",34,389458,1,2010,0,4,3,193,62,174,6321,8846,44369,55,96,2845,905,8366,0.638824494454153,0.188555072235119,0.0169491525423729,0.833333333333333,0.551724137931034,0.450087011548806,0.0606060606060606,0.00315407664406245,10127,17912,0.10642477528418,0.764817793918028,0.0256636193413372,-16,664000,134,145,20,339,0,2,0,0.11479543365395,0.102306127063079,62
"SACRAMENTO",1995,"CA03404","California",34,375845,1,2010,0,7,5,208,57,158,6141,7982,43009,41,86,3170,946,9485,0.62963768904363,0.2205352368109,0.0306748466257669,0.640625,0.544303797468354,0.516202572870868,0.109375,0.00518386521950429,10212,17361,0.107966603116166,0.759472311704249,0.0327193407658749,-15,664000,208,336,50,624,0,3,0,0.115459830515239,0.118516662490604,58
"SACRAMENTO",1996,"CA03404","California",34,379283,1,2010,0,3,4,260,43,154,5670,6083,37814,46,76,3037,583,7952,0.664884647124251,0.210292484265087,0.0253164556962025,1,0.493506493506494,0.535626102292769,0.0652173913043478,0.00596072931276297,9340,18531,0.109489587975442,0.754900985172654,0.0508659697300671,-14,664000,188,272,66,654,1,0,0,0.100827086898174,0.0958408679927667,43
"SACRAMENTO",1997,"CA03404","California",34,383921,1,2010,0,1,1,154,41,161,5926,6260,38395,30,93,3274,633,8801,0.673492786394471,0.229222555020185,0.00617283950617284,0.714285714285714,0.577639751552795,0.552480593992575,0.0238095238095238,0.00235690235690236,10252,21147,0.110455569279953,0.751091374572062,0.0299085696575236,-13,664000,200,330,32,652,0,1,0,0.100729056238132,0.10111821086262,42
"SACRAMENTO",1998,"CA03404","California",34,384703,1,2010,0,2,0,126,31,141,5492,6006,35597,32,71,3376,558,8202,0.694882082395538,0.23041267522544,0,0.96969696969697,0.50354609929078,0.614712308812819,0.0606060606060606,0.00218023255813953,9354,21303,0.111275162921145,0.747771184805207,0.0286268801552644,-12,664000,162,254,52,650,0,2,0,0.0931965698213947,0.0929070929070929,31
"SACRAMENTO",1999,"CA03404","California",34,410089,1,2010,0,0,3,156,54,143,5481,4460,31154,48,79,3538,540,7482,0.729578943913885,0.240161776978879,0.0205479452054795,0.888888888888889,0.552447552447552,0.645502645502645,0,0.00182116190129302,8240,22231,0.112018391277072,0.744473790855577,0.041890440386681,-11,664000,78,142,13,353.3929,0,3,0,0.076658969150599,0.121076233183857,54
"SACRAMENTO",2000,"CA03404","California",34,407018,1,2010,0,4,7,166,39,147,5852,4870,31671,33,86,3791,427,7307,0.729452054794521,0.230715796785703,0.0454545454545455,0.767441860465116,0.585034013605442,0.647812713602187,0.0930232558139535,0.00187617260787992,8532,23004,0.112606947904939,0.741187086180197,0.0403940886699507,-10,664000,65,115,13,299.8173,1,0,0,0.0784731879179791,0.0876796714579055,39
"SACRAMENTO",2001,"CA03404","California",34,414582,1,2010,0,4,2,163,40,169,5752,6337,34783,31,90,3331,417,6642,0.731751699512463,0.190955351752293,0.0116959064327485,0.704545454545455,0.532544378698225,0.579102920723227,0.0909090909090909,0.00138888888888889,7813,21313,0.112197114807159,0.739080170936929,0.0313359828798533,-9,664000,56,105,0,324.5445,0,1,0,0.0845502216690546,0.0658040082057756,40
"SACRAMENTO",2002,"CA03404","California",34,421971,1,2010,0,1,1,179,47,185,5840,6666,35039,32,87,3099,540,6204,0.729403884795713,0.17705984759839,0.00537634408602151,0.666666666666667,0.47027027027027,0.530650684931507,0.0208333333333333,0.0010263427984947,7676,20691,0.111680635404401,0.736091678018671,0.0341929875398435,-8,664000,81,155,27,430.6654,0,2,0,0.0837237630074105,0.081008100810081,47
"SACRAMENTO",2003,"CA03404","California",34,439811,1,2010,0,2,3,159,43,187,5952,7286,36079,37,96,3362,632,7217,0.718573551263001,0.200033260345353,0.0157894736842105,0.822222222222222,0.513368983957219,0.564852150537634,0.0444444444444444,0.0011746937405605,8523,21762,0.111615521559398,0.732944087384207,0.0282742064550547,-7,664000,93,155,34,432.726,0,3,0,0.0826173060701074,0.0867416964040626,44
"SACRAMENTO",2004,"CA03404","California",34,450472,1,2010,0,5,2,108,50,195,6944,7290,37210,33,63,3139,498,6671,0.750155999891478,0.179279763504434,0.0101522842639594,0.6,0.323076923076923,0.452044930875576,0.0909090909090909,0.00143802128271498,9209,27650,0.111779243951291,0.729168200645126,0.0209508460918614,-6,664000,94,166,24,499.6955,1,0,0,0.0830750856879007,0.0683127572016461,50
"SACRAMENTO",2005,"CA03404","California",34,457347,1,2010,0,1,0,65,52,170,7211,6922,35534,37,66,3662,668,7316,0.760901367964479,0.205887319187257,0,0.69811320754717,0.388235294117647,0.507835251698794,0.0188679245283019,0.0013848497438028,9316,29647,0.112366177139247,0.725192947025929,0.013116623895067,-5,664000,111,174,43,530.6045,0,1,0,0.0779561252178324,0.096503900606761,52
"SACRAMENTO",2006,"CA03404","California",34,460552,1,2010,0,6,2,36,57,196,7450,7175,36003,33,67,3580,752,7159,0.774960189161801,0.198844540732717,0.0101010101010101,0.523809523809524,0.341836734693878,0.480536912751678,0.0952380952380952,0.000804721030042918,9327,32119,0.112728871778947,0.721752261647033,0.00678294573643411,-4,664000,109,185,30,555.3317,0,2,0,0.0783342597578558,0.104808362369338,57
"SACRAMENTO",2007,"CA03404","California",34,460546,1,2010,0,2,6,76,44,194,7375,6073,34021,37,72,3932,647,7672,0.761835415548913,0.2255077746098,0.03,0.804347826086957,0.371134020618557,0.533152542372881,0.0434782608695652,0.000135574837310195,9322,29819,0.11311046871473,0.719457814217996,0.0161995788109509,-3,664000,105,166,30,522.3621,0,3,0,0.0741554589552401,0.106537131565948,44
"SACRAMENTO",2008,"CA03404","California",34,467065,1,2010,0,2,0,53,49,168,7107,4910,31587,44,52,4041,494,7665,0.741648918282704,0.242663120904169,0,0.862745098039216,0.30952380952381,0.568594343604897,0.0392156862745098,0.000281333520889014,9219,26465,0.113443504785431,0.717254101849674,0.0148475120385233,-2,664000,97,188,34,516.1803,1,0,0,0.0678406645755944,0.10061099796334,52
"SACRAMENTO",2009,"CA03404","California",34,470308,1,2010,0,0,0,41,30,179,6472,4146,29288,32,71,3639,336,7144,0.735596490699147,0.243922425566785,0,1.06666666666667,0.396648044692737,0.562268232385661,0,0.000154487872701993,8770,24399,0.113363716837553,0.715499373777831,0.0133269871489767,-1,664000,77,162,19,536.7863,0,1,0,0.0624378067138981,0.0810419681620839,30
"SACRAMENTO",2010,"CA03404","California",34,466488,1,2010,1,0,1,36,33,165,6604,3994,28493,25,60,3517,334,6981,0.732464802191502,0.245007545712982,0.00602409638554217,0.757575757575758,0.363636363636364,0.532556026650515,0,0.000151400454201363,8399,22995,0.113491648216108,0.71356755099541,0.0128521997034108,0,664000,83,196,23,487.3319,0,2,0,0.0612363018984411,0.0836254381572359,33
"SACRAMENTO",2011,"CA03404","California",34,471972,1,2010,1,1,0,51,36,134,5734,3335,25630,29,54,3086,278,5854,0.72337575351641,0.228404213811939,0,0.783783783783784,0.402985074626866,0.53819323334496,0.027027027027027,0.000348675034867503,7434,19440,0.125129475390446,0.679362859178839,0.0165143025656149,1,664000,81,175,39,494.544,0,3,0,0.0544841643148322,0.0833583208395802,37
"SACRAMENTO",2012,"CA03404","California",34,476557,1,2010,1,6,0,62,34,125,5721,3346,27060,34,29,2815,357,5392,0.729621218265877,0.199260901699926,0,0.85,0.232,0.492046844957175,0.15,0.000349467062729338,6667,17991,0.12484512735277,0.677251270214547,0.0202049780380673,2,664000,95,183,30,503.8167,1,0,0,0.0569564606122667,0.106694560669456,36
"SACRAMENTO",2013,"CA03404","California",34,478182,1,2010,1,1,0,72,34,95,5509,2861,24776,20,29,2901,324,5210,0.763891980117219,0.210284145947691,0,0.571428571428571,0.305263157894737,0.5265928480668,0.0285714285714286,0.000181488203266788,6365,20593,0.12465511031344,0.674855397502237,0.0268707482993197,3,664000,78,221,32,527.5136,0,1,0,0.0520157596898252,0.11324711639287,34
"SAN FRANCISCO",1990,"CA03801","California",38,723959,1,2009,0,6,1,166,101,419,12360,11361,77496,67,220,4162,1023,14266,0.790877055006882,0.184086920615258,0.00238095238095238,0.626168224299065,0.525059665871122,0.336731391585761,0.0560747663551402,0.00209914419505894,13827,52292,0.110144354633612,0.587402003604719,0.0179790820295618,-19,667000,100,125,22,331,0,1,0,0.10750056287718,0.0900448904145762,102
"SAN FRANCISCO",1991,"CA03801","California",38,739039,1,2009,0,5,3,181,95,400,12204,11907,76910,50,216,4131,995,14034,0.788555816953783,0.18247302041347,0.00744416873449132,0.5,0.54,0.338495575221239,0.05,0.00188108284943159,13931,51954,0.107277157438318,0.585114867864954,0.0182222955145119,-18,667000,85,145,21,305,0,2,0,0.104591232668371,0.0835642899134963,96
"SAN FRANCISCO",1993,"CA03801","California",38,736377,1,2009,0,5,7,601,129,361,11104,11056,76815,60,163,3196,666,11387,0.771142272135013,0.148239276183037,0.0190217391304348,0.447761194029851,0.451523545706371,0.287824207492795,0.0373134328358209,0.00457194083370686,14754,49714,0.101466072834898,0.581000085103279,0.0643987475670644,-16,667000,110,135,21,311,0,4,0,0.105619811591074,0.0602387843704776,129
"SAN FRANCISCO",1994,"CA03801","California",38,741568,1,2009,0,5,3,657,91,292,10286,9249,68316,27,141,3008,463,9935,0.797748494901093,0.145427132736109,0.0101694915254237,0.28125,0.482876712328767,0.2924363212133,0.0520833333333333,0.003584229390681,13169,51943,0.0988366140565474,0.579078182337441,0.0829863176680547,-15,667000,76,137,23,308,0,5,0,0.093470861741607,0.0500594658882041,91
"SAN FRANCISCO",1995,"CA03801","California",38,738371,1,2009,0,4,3,312,99,304,11030,8291,67473,25,142,3660,473,10619,0.788982780612245,0.157381471106961,0.00977198697068404,0.242718446601942,0.467105263157895,0.331822302810517,0.0388349514563107,0.000905797101449275,13235,49485,0.0963924832459344,0.577864536580268,0.0452556425610318,-14,667000,128,276,NA,616,0,6,0,0.0919795062373793,0.0570498130502955,99
"SAN FRANCISCO",1996,"CA03801","California",38,745127,1,2009,0,2,3,332,82,298,10885,8565,63510,47,108,3622,470,10752,0.815018030120908,0.169296173830893,0.00996677740863787,0.55952380952381,0.36241610738255,0.33275149288011,0.0238095238095238,0.0006426735218509,13081,57634,0.0940612838789602,0.577789302511891,0.0455761087586361,-13,667000,126,260,30,568,0,7,0,0.0858578470515764,0.0548744892002335,82
"SAN FRANCISCO",1997,"CA03801","California",38,754239,1,2009,0,3,2,387,59,233,10037,7403,58382,46,64,3375,390,9691,0.825597579425113,0.165992943030386,0.00851063829787234,0.741935483870968,0.274678111587983,0.336255853342632,0.0483870967741935,0.000497908783110934,11528,54572,0.0915770696228995,0.578527117659934,0.0594587727099479,-12,667000,106,220,34,594,0,8,0,0.0780654407952917,0.0526813454005133,59
"SAN FRANCISCO",1998,"CA03801","California",38,741362,1,2009,0,3,2,306,58,244,9239,6747,52271,25,89,2995,407,8642,0.840897705640717,0.165330680492051,0.00813008130081301,0.409836065573771,0.364754098360656,0.324169282389869,0.0491803278688525,0.000540891389009087,11116,58751,0.0891021496581683,0.580068859686704,0.0542472666105971,-11,667000,96,186,NA,604,0,9,0,0.0710745897415837,0.0603231065658811,59
"SAN FRANCISCO",1999,"CA03801","California",38,756700,1,2009,0,3,2,254,64,193,8303,5977,48802,29,69,2777,238,7609,0.844906887200923,0.155915741158149,0.0102564102564103,0.432835820895522,0.357512953367876,0.334457425027099,0.0447761194029851,0.00300192122958694,10352,56395,0.0867388823775422,0.581432421687431,0.0529234669624465,-10,667000,51,83,13,299.8173,1,0,0,0.0650733447865733,0.0398193073448218,64
"SAN FRANCISCO",2000,"CA03801","California",38,776733,1,2009,0,1,1,285,59,229,8458,5563,47877,28,55,2686,222,7286,0.843710333081607,0.15218163209892,0.00434782608695652,0.466666666666667,0.240174672489083,0.317569165287302,0.0166666666666667,0.00365178466250442,9727,52510,0.0846952427509198,0.580736871896467,0.0614138687362915,-9,667000,51,91,12,289.5143,0,1,0,0.0622491898760578,0.0399065252561567,59
"SAN FRANCISCO",2001,"CA03801","California",38,791168,1,2009,0,5,0,240,62,226,8200,6465,49755,32,55,2723,185,7884,0.807133347084966,0.158456436539041,0,0.477611940298507,0.243362831858407,0.332073170731707,0.0746268656716418,0.00146127618119825,10285,43042,0.0830048542266436,0.5784673183998,0.0467413742258921,-8,667000,65,102,10,290.5446,0,2,0,0.0633733922504449,0.02861562258314,62
"SAN FRANCISCO",2002,"CA03801","California",38,805269,1,2009,0,4,0,280,68,210,7783,6197,47882,21,51,2734,283,7780,0.830461543888115,0.162482770143269,0,0.291666666666667,0.242857142857143,0.351278427341642,0.0555555555555556,0.00256311674996796,9613,47088,0.0821556821695381,0.573305176618808,0.0546147978642258,-7,667000,51,81,0,233.8781,0,3,0,0.059961329692314,0.0456672583508149,69
"SAN FRANCISCO",2003,"CA03801","California",38,772065,1,2009,0,1,1,194,69,215,7435,6991,48947,27,102,2897,268,8767,0.807758059264083,0.17911210084377,0.00462962962962963,0.385714285714286,0.474418604651163,0.389643577673167,0.0142857142857143,0.00428552296772466,9446,39690,0.0805749404058206,0.569957571780528,0.0391698735568994,-6,667000,59,101,0,240.0599,1,0,0,0.063885812723022,0.0383350021456158,69
"SAN FRANCISCO",2004,"CA03801","California",38,760353,1,2009,0,5,1,196,88,152,7259,8061,46409,37,51,2376,198,6689,0.801172511127999,0.144131526212588,0.0065359477124183,0.397849462365591,0.335526315789474,0.32731781237085,0.0537634408602151,0.00397914379802415,9157,36898,0.0790078546349586,0.568587148183196,0.0312462444417738,-5,667000,70,99,0,226.666,0,1,0,0.0615109034882482,0.0245627093412728,88
"SAN FRANCISCO",2005,"CA03801","California",38,749172,1,2009,0,0,0,233,96,172,6759,8174,44374,36,41,2573,172,5929,0.809931927240263,0.133614278631631,0,0.375,0.238372093023256,0.380677615031809,0,0.00265604249667995,8516,36289,0.0771693225426986,0.568744013833268,0.0380134164999412,-4,667000,73,80,18,271.9992,0,2,0,0.0597486291532519,0.0210423293369219,96
"SAN FRANCISCO",2006,"CA03801","California",38,746085,1,2009,0,4,1,191,86,154,7157,6636,48248,43,43,2430,254,6657,0.805311691470777,0.137974631072791,0.00645161290322581,0.477777777777778,0.279220779220779,0.339527735084533,0.0444444444444444,0.00486651835372636,8804,36417,0.074993608390879,0.569926747707606,0.0410404624277457,-3,667000,72,102,16,291.5749,0,3,0,0.0652539589993097,0.0382760699216395,87
"SAN FRANCISCO",2007,"CA03801","California",38,733799,1,2009,0,1,4,173,100,125,7314,5903,45766,48,33,2413,180,6250,0.822328752530095,0.136564261678976,0.0310077519379845,0.475247524752475,0.264,0.329915231063713,0.0099009900990099,0.0130886520037782,8339,38596,0.0729630811389103,0.571088045946808,0.0417207792207792,-2,667000,74,112,14,364.7262,0,4,0,0.0631698871216777,0.0304929696764357,100
"SAN FRANCISCO",2008,"CA03801","California",38,798144,1,2009,0,0,1,203,98,166,7502,5758,48175,17,68,3030,335,8003,0.82240025071984,0.166123508043591,0.00598802395209581,0.173469387755102,0.409638554216867,0.403892295387897,0,0.0131544330439358,9067,41986,0.0711396403533093,0.57217813007486,0.0455826288745235,-1,667000,77,93,14,324.5445,0,5,0,0.0611067677010665,0.058179923584578,98
"SAN FRANCISCO",2009,"CA03801","California",38,809755,1,2009,1,0,4,181,45,179,7289,4913,45445,32,41,3323,221,7956,0.818445144512337,0.175068764440533,0.0218579234972678,0.711111111111111,0.229050279329609,0.455892440664014,0,0.00897348742352141,8587,38710,0.0703767492983179,0.5735760270074,0.048237117396358,0,667000,41,97,15,324.5445,0,6,0,0.0567986613234867,0.0449826989619377,45
"SAN FRANCISCO",2010,"CA03801","California",38,805235,1,2009,1,0,8,180,48,133,7319,3903,43045,22,28,3102,109,7118,0.770868536667793,0.165361830642351,0.0567375886524823,0.458333333333333,0.210526315789474,0.423828391856811,0,0.0150719956937155,6102,20529,0.0694264230376679,0.575637835274744,0.0561064087061669,1,667000,51,96,11,321.4536,0,7,0,0.0542586946667743,0.0279272354599026,48
